TARGET	DOMAIN	STATUS	SCORE	MATCHED_SEED	MATCHED_REDIRECT_HOST	IP	SCHEME	HTTP_STATUS	REDIRECT_HOST	TITLE_SIMILARITY	CONTENT_SIMILARITY	SSL_ISSUER	SERVER_BANNER	NOTE
Microsoft	livet.com	LOW_MATCH	1	microsoft.com	www.microsoft.com	96.45.83.107,96.45.82.195,96.45.82.30,96.45.83.136	https	200	www.livetbrand.com	0.25	0.01	Unknown	cloudflare	redirects to www.livetbrand.com
Microsoft	livg.com	LOW_MATCH	1	microsoft.com	www.microsoft.com	51.68.76.114	https	200	livg.com	0.19	0.01	Unknown	openresty/1.19.3.1	
Microsoft	livi.com	LOW_MATCH	1	microsoft.com	www.microsoft.com	150.171.109.117	https	200	www.livibank.com	0.19	0.01	Unknown	nginx	redirects to www.livibank.com
Microsoft	luve.com	LOW_MATCH	1	microsoft.com	www.microsoft.com	15.197.225.128,3.33.251.168	https	200	mediaoptions.com	0.31	0.01	Unknown	cloudflare	redirects to mediaoptions.com
Microsoft	microsofstonline.com	LOW_MATCH	1	microsoft.com	www.microsoft.com	52.191.175.126	https	200	www.noticeofpleadings.net	0.34	0.01	Unknown	Hidden	server banner unavailable; redirects to www.noticeofpleadings.net
Microsoft	mive.com	LOW_MATCH	1	office.com	m365.cloud.microsoft	54.237.57.21	https	200	www.namepros.com	0.28	0.01	Unknown	cloudflare	server banner unavailable; redirects to www.namepros.com
Microsoft	nffice.com	LOW_MATCH	1	outlook.com	outlook.live.com	14.63.221.46	https	200	nffice.com	0.00	0.01	Unknown	Hidden	server banner unavailable
Microsoft	office1.com	LOW_MATCH	1	office.com	m365.cloud.microsoft	34.213.106.51,54.68.182.72	https	200	www.office1.com	0.21	0.01	Unknown	cloudflare	server banner unavailable; redirects to www.office1.com
Microsoft	officea.com	LOW_MATCH	1	office.com	m365.cloud.microsoft	52.20.84.62	https	200	www.brandolo.com	0.29	0.01	Unknown	openresty	server banner unavailable; redirects to www.brandolo.com
Microsoft	officeu.com	LOW_MATCH	1	microsoft.com	www.microsoft.com	219.94.129.58	https	403	officeu.com	0.00	0.01	Unknown	nginx	
Microsoft	outlooks.com	LOW_MATCH	1	microsoft.com	www.microsoft.com	104.21.0.135,172.67.150.254,2606:4700:3033::ac43:96fe,2606:4700:3032::6815:87	https	200	www.beallsflorida.com	0.35	0.01	Unknown	Vercel	redirects to www.beallsflorida.com
Microsoft	outlookx.com	LOW_MATCH	1	microsoft.com	www.microsoft.com	86.105.245.69	https	200	www.outlookx.com	0.23	0.01	Unknown	openresty/1.21.4.1	redirects to www.outlookx.com
Microsoft	poffice.com	LOW_MATCH	1	office.com	m365.cloud.microsoft	15.197.225.128,3.33.251.168	https	200	buyusahome.com	0.13	0.01	Unknown	cloudflare	server banner unavailable; redirects to buyusahome.com
Microsoft	xn--mcrosoftonline-0lb.com	LOW_MATCH	1	office.com	m365.cloud.microsoft	104.21.71.90,172.67.170.77,2606:4700:3031::6815:475a,2606:4700:3032::ac43:aa4d	https	526	xn--mcrosoftonline-0lb.com	0.29	0.01	Unknown	cloudflare	server banner unavailable
Microsoft	xn--mcrosoftonlne-39bk.com	LOW_MATCH	1	office.com	m365.cloud.microsoft	172.67.210.73,104.21.61.123,2606:4700:3034::6815:3d7b,2606:4700:3035::ac43:d249	https	521	xn--mcrosoftonlne-39bk.com	0.28	0.01	Unknown	cloudflare	server banner unavailable
Microsoft	xn--microoft-l9c.com	LOW_MATCH	1	office.com	m365.cloud.microsoft	64.227.45.46	https	200	xn--microoft-l9c.com	0.24	0.01	Unknown	Apache/2.4.29 (Ubuntu)	server banner unavailable
Microsoft	xn--microsft-s4a.com	LOW_MATCH	1	office.com	m365.cloud.microsoft	104.21.69.70,172.67.206.11,2606:4700:3034::ac43:ce0b,2606:4700:3036::6815:4546	https	525	xn--microsft-s4a.com	0.37	0.01	Unknown	cloudflare	server banner unavailable
Notion	nation.so	LOW_MATCH	1	notion.so	www.notion.com	45.33.83.100,96.126.111.165,45.79.167.180,66.175.209.179,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:feed:4d4f	https	200	nation.so	0.29	0.01	Unknown	openresty/1.29.2.5	
Okta	ok5a.com	LOW_MATCH	1	okta.com	www.okta.com	52.25.92.0	https	200	ok5a.com	0.12	0.01	Unknown	nginx	
Okta	okat.com	LOW_MATCH	1	okta.com	www.okta.com	64.190.63.222	https	200	okat.com	0.37	0.01	Unknown	Parking/1.0	
Okta	okda.com	LOW_MATCH	1	okta.com	www.okta.com	54.148.233.179,184.34.189.72,2600:1f14:ea2:fa00:a108:1e54:63b2:6ef4,2600:1f14:ea2:fa01:43db:51df:c9bb:87e3	https	200	venture.com	0.19	0.01	Unknown	nginx + Phusion Passenger(R) 6.2.0	redirects to venture.com
Okta	okra.com	LOW_MATCH	1	okta.com	www.okta.com	54.235.96.128	https	200	www.okra.com	0.13	0.01	Unknown	Caddy, nginx/1.24.0 (Ubuntu)	redirects to www.okra.com
Okta	okta0.com	LOW_MATCH	1	okta.com	www.okta.com	198.49.23.144,198.49.23.145,198.185.159.144,198.185.159.145	https	200	okta0.com	0.15	0.01	Unknown	Squarespace	
Okta	oktaf.com	LOW_MATCH	1	okta.com	www.okta.com	185.146.238.142,2a02:420:0:10::1300	https	200	oktaf.com	0.31	0.01	Unknown	nginx	
Okta	oktax.com	LOW_MATCH	1	okta.com	www.okta.com	13.223.25.84,54.243.117.197,2600:1f18:4ae:c606:78d4:4260:db4e:aeee,2600:1f18:4ae:c605:dd5d:b838:5816:d7fb	http	200	www.hugedomains.com	0.31	0.01	N/A	cloudflare	certificate issuer unavailable; redirects to www.hugedomains.com; served over http instead of https
Okta	oktq.com	LOW_MATCH	1	okta.com	www.okta.com	152.67.112.115,168.138.103.98	https	502	oktq.com	0.14	0.01	Unknown	nginx/1.18.0 (Ubuntu)	
Okta	okty.com	LOW_MATCH	1	okta.com	www.okta.com	219.94.163.154	https	200	okty.com	0.10	0.01	Unknown	nginx	
Okta	ota.com	LOW_MATCH	1	okta.com	www.okta.com	52.40.86.121	https	200	ota.com	0.22	0.01	Unknown	Apache/2.4.68 (Ubuntu)	
Okta	pokta.com	LOW_MATCH	1	okta.com	www.okta.com	86.105.245.69	https	200	www.pokta.com	0.03	0.01	Unknown	openresty/1.21.4.1	redirects to www.pokta.com
Okta	xn--okt-sla.com	LOW_MATCH	1	okta.com	www.okta.com	162.220.208.138	https	200	xn--okt-sla.com	0.29	0.01	Unknown	Hidden	server banner unavailable
PayPal	aypal.com	LOW_MATCH	1	paypal.com	www.paypal.com	103.224.182.253	https	200	yfdabv11.com	0.00	0.01	Unknown	nginx/1.28.0	server banner unavailable; redirects to yfdabv11.com; page title unavailable
PayPal	laypal.com	LOW_MATCH	1	paypal.com	www.paypal.com	170.9.240.198	https	200	rebates.com	0.25	0.01	Unknown	nginx	server banner unavailable; redirects to rebates.com
PayPal	p.aypal.com	LOW_MATCH	1	paypal.com	www.paypal.com	103.224.182.253	https	200	yfdabv11.com	0.00	0.01	Unknown	nginx/1.28.0	server banner unavailable; redirects to yfdabv11.com; page title unavailable
PayPal	patypal.com	LOW_MATCH	1	paypal.com	www.paypal.com	103.224.182.239	https	200	patypal.com	0.00	0.01	Unknown	Apache	server banner unavailable; page title unavailable
PayPal	pauypal.com	LOW_MATCH	1	paypal.com	www.paypal.com	103.224.182.252	https	200	pauypal.com	0.00	0.01	Unknown	Apache	server banner unavailable; page title unavailable
PayPal	pawypal.com	LOW_MATCH	1	paypal.com	www.paypal.com	103.224.182.252	https	200	yfdabv11.com	0.00	0.01	Unknown	nginx/1.28.0	server banner unavailable; redirects to yfdabv11.com; page title unavailable
PayPal	paypad.com	LOW_MATCH	1	paypal.com	www.paypal.com	34.211.79.181,34.218.3.249	https	403	www.paysign.com	0.10	0.01	Unknown	nginx	server banner unavailable; redirects to www.paysign.com
PayPal	paypal3.com	LOW_MATCH	1	paypal.com	www.paypal.com	157.90.33.74,157.90.33.73	https	200	paypal3.com	0.00	0.01	Unknown	Angie	server banner unavailable; page title unavailable
PayPal	paypcl.com	LOW_MATCH	1	paypal.com	www.paypal.com	188.245.60.21	https	200	paypcl.com	0.16	0.01	Unknown	nginx	server banner unavailable
PayPal	paypla.com	LOW_MATCH	1	paypal.com	www.paypal.com	104.21.83.78,172.67.217.141,2606:4700:3035::6815:534e,2606:4700:3031::ac43:d98d	https	200	paypla.com	0.24	0.01	Unknown	cloudflare	server banner unavailable
PayPal	paypoal.com	LOW_MATCH	1	paypal.com	www.paypal.com	64.190.63.222	https	200	paypoal.com	0.25	0.01	Unknown	Parking/1.0	server banner unavailable
PayPal	pqypal.com	LOW_MATCH	1	paypal.com	www.paypal.com	45.77.200.164,64.176.195.8	https	200	pqypal.com	0.17	0.01	Unknown	nginx	server banner unavailable
PayPal	puypal.com	LOW_MATCH	1	paypal.com	www.paypal.com	64.190.63.222	https	200	puypal.com	0.18	0.01	Unknown	Parking/1.0	server banner unavailable
PayPal	pyapal.com	LOW_MATCH	1	paypal.com	www.paypal.com	64.190.63.222	https	200	pyapal.com	0.23	0.01	Unknown	Parking/1.0	server banner unavailable
PayPal	pyypal.com	LOW_MATCH	1	paypal.com	www.paypal.com	76.223.105.230,13.248.243.5	https	200	pyypal.com	0.14	0.01	Unknown	DPS/2.0.0+sha-9ac0622	server banner unavailable
PayPal	qaypal.com	LOW_MATCH	1	paypal.com	www.paypal.com	104.21.71.112,172.67.144.126,2606:4700:3030::ac43:907e,2606:4700:3035::6815:4770	https	525	qaypal.com	0.21	0.01	Unknown	cloudflare	server banner unavailable
PayPal	xn--80aa0cbo65f.com	LOW_MATCH	1	paypal.com	www.paypal.com	185.199.109.153,185.199.108.153,185.199.110.153,185.199.111.153	https	200	xn--80aa0cbo65f.com	0.23	0.01	Unknown	GitHub.com	server banner unavailable
Salesforce	saleseforce.com	LOW_MATCH	1	salesforce.com	www.salesforce.com	45.33.83.100,45.79.167.180,96.126.111.165,66.175.209.179,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:feed:cf2a	https	200	saleseforce.com	0.20	0.01	Unknown	openresty/1.29.2.5	server banner unavailable
Salesforce	salesfo.rce.com	LOW_MATCH	1	salesforce.com	www.salesforce.com	45.79.167.180,96.126.111.165,45.33.83.100,66.175.209.179,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:feed:4d4f	https	200	salesfo.rce.com	0.20	0.01	Unknown	openresty/1.29.2.5	server banner unavailable
Salesforce	salesforcea.com	LOW_MATCH	1	salesforce.com	www.salesforce.com	198.57.247.160	https	200	salesforcea.com	0.07	0.01	Unknown	Apache	server banner unavailable
Salesforce	salesforced.com	LOW_MATCH	1	salesforce.com	www.salesforce.com	104.21.44.113,172.67.199.12,2606:4700:3034::ac43:c70c,2606:4700:3034::6815:2c71	https	200	salesforced.com	0.39	0.01	Unknown	cloudflare	server banner unavailable
Salesforce	selesforce.com	LOW_MATCH	1	salesforce.com	www.salesforce.com	45.33.83.100,66.175.209.179,96.126.111.165,45.79.167.180,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:feed:cf2a	https	200	selesforce.com	0.20	0.01	Unknown	openresty/1.29.2.5	server banner unavailable
Salesforce	slaesforce.com	LOW_MATCH	1	salesforce.com	www.salesforce.com	45.79.167.180,96.126.111.165,66.175.209.179,45.33.83.100,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:fe00:29ca	https	200	slaesforce.com	0.20	0.01	Unknown	openresty/1.29.2.5	server banner unavailable
Salesforce	xsalesforce.com	LOW_MATCH	1	salesforce.com	www.salesforce.com	216.150.16.1,216.150.16.193	https	404	xsalesforce.com	0.00	0.01	Unknown	Vercel	server banner unavailable; page title unavailable
Shopify	xn--shopfy-6va.com	LOW_MATCH	1	shopify.com	www.shopify.com	216.150.1.1	https	200	www.xn--shopfy-6va.com	0.32	0.01	Unknown	Vercel	redirects to www.xn--shopfy-6va.com
Slack	lack.com	LOW_MATCH	1	slack.com	slack.com	86.105.245.69	https	200	www.lack.com	0.30	0.01	Unknown	openresty/1.21.4.1	redirects to www.lack.com
Slack	qlack.com	LOW_MATCH	1	slack.com	slack.com	185.199.109.153,185.199.110.153,185.199.111.153,185.199.108.153	https	200	qlack.com	0.04	0.01	Unknown	GitHub.com	
Slack	slac.com	LOW_MATCH	1	slack.com	slack.com	76.231.173.92	http	200	slac.com	0.19	0.01	N/A	Apache	certificate issuer unavailable; served over http instead of https
Slack	slackc.com	LOW_MATCH	1	slack.com	slack.com	172.67.149.225,104.21.88.7,2606:4700:3036::6815:5807,2606:4700:3037::ac43:95e1	https	200	slackc.com	0.08	0.01	Unknown	cloudflare	
Slack	slackq.com	LOW_MATCH	1	slack.com	slack.com	195.201.90.184,2a01:4f8:1c1b:8a49::1	https	200	slackq.com	0.20	0.01	Unknown	Hidden	server banner unavailable
Slack	slacle.com	LOW_MATCH	1	slack.com	slack.com	185.199.108.153,185.199.111.153,185.199.109.153,185.199.110.153,2606:50c0:8003::153,2606:50c0:8000::153,2606:50c0:8001::153,2606:50c0:8002::153	https	200	slacle.com	0.21	0.01	Unknown	GitHub.com	
Slack	sladk.com	LOW_MATCH	1	slack.com	slack.com	86.105.245.69	https	200	www.sladk.com	0.07	0.01	Unknown	openresty/1.21.4.1	redirects to www.sladk.com
Slack	slawck.com	LOW_MATCH	1	slack.com	slack.com	76.223.105.230,13.248.243.5	https	200	slawck.com	0.22	0.01	Unknown	DPS/2.0.0+sha-9ac0622	
Slack	slsck.com	LOW_MATCH	1	slack.com	slack.com	66.175.209.179,96.126.111.165,45.79.167.180,45.33.83.100,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:feed:4d4f	https	200	slsck.com	0.26	0.01	Unknown	openresty/1.29.2.5	
Slack	sluck.com	LOW_MATCH	1	slack.com	slack.com	66.175.209.179,45.79.167.180,45.33.83.100,96.126.111.165,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:fe00:29ca	https	200	sluck.com	0.26	0.01	Unknown	openresty/1.29.2.5	
Slack	smack.com	LOW_MATCH	1	slack.com	slack.com	86.105.245.69	https	200	www.smack.com	0.27	0.01	Unknown	openresty/1.21.4.1	redirects to www.smack.com
Slack	splack.com	LOW_MATCH	1	slack.com	slack.com	186.202.157.79	https	200	splack.com.br	0.14	0.01	Unknown	LiteSpeed	redirects to splack.com.br
Slack	sylack.com	LOW_MATCH	1	slack.com	slack.com	207.207.210.23,207.207.210.50,207.207.210.36	https	200	sylack-com.l.ink	0.22	0.01	Unknown	openresty	redirects to sylack-com.l.ink
Slack	wslack.com	LOW_MATCH	1	slack.com	slack.com	15.197.225.128,3.33.251.168	https	200	walterslack.com	0.18	0.01	Unknown	Sucuri/Cloudproxy	redirects to walterslack.com
Stripe	streipe.com	LOW_MATCH	1	stripe.com	stripe.com	103.224.182.242	https	200	ww17.streipe.com	0.00	0.01	Unknown	nginx/1.28.0	redirects to ww17.streipe.com; page title unavailable
Stripe	strile.com	LOW_MATCH	1	stripe.com	stripe.com	34.117.176.22	https	200	www.fruits.co	0.25	0.01	Unknown	Google Frontend	redirects to www.fruits.co
Stripe	strip4.com	LOW_MATCH	1	stripe.com	stripe.com	163.172.100.137	https	200	www.free-strip-games.com	0.12	0.01	Unknown	nginx/1.10.3 (Ubuntu)	redirects to www.free-strip-games.com
Stripe	stripef.com	LOW_MATCH	1	stripe.com	stripe.com	185.230.63.107,185.230.63.186,185.230.63.171	https	200	www.stripef.com	0.07	0.01	Unknown	cloudflare	redirects to www.stripef.com
Stripe	stripei.com	LOW_MATCH	1	stripe.com	stripe.com	66.198.240.38	https	200	stripei.com	0.00	0.01	Unknown	LiteSpeed	page title unavailable
Stripe	stripek.com	LOW_MATCH	1	stripe.com	stripe.com	172.67.190.11,104.21.73.128,2606:4700:3035::ac43:be0b,2606:4700:3037::6815:4980	https	403	stripek.com	0.23	0.01	Unknown	cloudflare	
Stripe	striper.com	LOW_MATCH	1	stripe.com	stripe.com	198.185.159.144,198.185.159.145,198.49.23.144,198.49.23.145	https	200	www.striper.com	0.24	0.01	Unknown	Squarespace	redirects to www.striper.com
Stripe	stripes.com	LOW_MATCH	1	stripe.com	stripe.com	13.32.179.40,13.32.179.42,13.32.179.49,13.32.179.123	https	200	www.stripes.com	0.31	0.01	Unknown	nginx/1.28.0	redirects to www.stripes.com
Stripe	stripez.com	LOW_MATCH	1	stripe.com	stripe.com	76.223.105.230,13.248.243.5	https	200	stripez.com	0.36	0.01	Unknown	DPS/2.0.0+sha-9ac0622	
Stripe	stripu.com	LOW_MATCH	1	stripe.com	stripe.com	107.191.102.205	https	200	stripu.com	0.32	0.01	Unknown	Caddy	
Stripe	strype.com	LOW_MATCH	1	stripe.com	stripe.com	194.63.248.47,2a01:5b40:0:4700::1	https	200	strype.com	0.24	0.01	Unknown	Apache/2.4.25 (Debian)	
Stripe	xn--strpe-g81b.com	LOW_MATCH	1	stripe.com	stripe.com	172.67.162.97,104.21.74.192,2606:4700:3037::ac43:a261,2606:4700:3037::6815:4ac0	https	200	xn--strpe-g81b.com	0.24	0.01	Unknown	cloudflare	
Trello	grello.com	LOW_MATCH	1	trello.com	trello.com	96.126.111.165,45.79.167.180,66.175.209.179,45.33.83.100,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:fe91:5d52	https	200	grello.com	0.38	0.01	Unknown	openresty/1.29.2.5	
Trello	trdlo.com	LOW_MATCH	1	trello.com	trello.com	217.11.249.139,2001:1528:240::15	https	200	trdlo.com	0.18	0.01	Unknown	Apache	
Trello	treklo.com	LOW_MATCH	1	trello.com	trello.com	64.29.17.65,64.29.17.1	https	404	treklo.com	0.00	0.01	Unknown	Vercel	page title unavailable
Trello	trell.com	LOW_MATCH	1	trello.com	trello.com	172.67.148.188,104.21.29.97,2606:4700:3033::ac43:94bc,2606:4700:3034::6815:1d61	https	200	www.snagged.com	0.34	0.01	Unknown	cloudflare	redirects to www.snagged.com
Trello	trelle.com	LOW_MATCH	1	trello.com	trello.com	46.243.93.217	https	200	allmylinks.com	0.20	0.01	Unknown	cloudflare	redirects to allmylinks.com
Trello	trelli.com	LOW_MATCH	1	trello.com	trello.com	16.54.133.65,15.223.93.235	https	200	trelli.com	0.20	0.01	Unknown	nginx	
Trello	trelll.com	LOW_MATCH	1	trello.com	trello.com	104.37.38.89	https	200	trelll.com	0.27	0.01	Unknown	Apache	
Trello	trelllo.com	LOW_MATCH	1	trello.com	trello.com	50.17.253.107,184.192.146.9,100.59.231.244,54.236.214.15	https	200	bridge24.com	0.25	0.01	Unknown	cloudflare	redirects to bridge24.com
Trello	trelolo.com	LOW_MATCH	1	trello.com	trello.com	172.104.98.144	https	200	trelolo.com	0.21	0.01	Unknown	Apache/2.4.10 (Debian)	
Trello	trenlo.com	LOW_MATCH	1	trello.com	trello.com	199.168.185.232	https	200	trenlo.com	0.16	0.01	Unknown	nginx	
Trello	treolo.com	LOW_MATCH	1	trello.com	trello.com	208.113.150.198	https	200	treolo.com	0.24	0.01	Unknown	Apache	
Trello	vrello.com	LOW_MATCH	1	trello.com	trello.com	104.21.20.217,172.67.194.129,2606:4700:3034::ac43:c281,2606:4700:3032::6815:14d9	https	403	vrello.com	0.32	0.01	Unknown	cloudflare	
Trello	zrello.com	LOW_MATCH	1	trello.com	trello.com	35.208.62.97	https	403	zrello.com	0.20	0.01	Unknown	nginx	
TurboTax	turbot-ax.com	LOW_MATCH	1	turbotax.com	turbotax.intuit.com	198.185.159.144	https	200	turbot-ax.com	0.13	0.01	Unknown	Squarespace	
TurboTax	turbotaxd.com	LOW_MATCH	1	turbotax.com	turbotax.intuit.com	94.75.193.73	https	200	swint.pbrowsingapp.online	0.00	0.01	Unknown	cloudflare	redirects to swint.pbrowsingapp.online; page title unavailable
TurboTax	turbotaxi.com	LOW_MATCH	1	turbotax.com	turbotax.intuit.com	104.219.250.37,2.59.170.20	https	200	turbotaxi.com	0.00	0.01	Unknown	nginx/1.28.3 (Ubuntu)	page title unavailable
USPS	esps.com	LOW_MATCH	1	usps.com	www.usps.com	15.197.225.128,3.33.251.168	https	200	8csoft.com	0.00	0.01	Unknown	Apache	server banner unavailable; redirects to 8csoft.com
USPS	jsps.com	LOW_MATCH	1	usps.com	www.usps.com	64.190.63.222	https	200	jsps.com	0.14	0.01	Unknown	Parking/1.0	server banner unavailable
USPS	jusps.com	LOW_MATCH	1	usps.com	www.usps.com	103.224.182.243	https	200	ww17.jusps.com	0.00	0.01	Unknown	nginx/1.28.0	server banner unavailable; redirects to ww17.jusps.com; page title unavailable
USPS	sps.com	LOW_MATCH	1	usps.com	www.usps.com	198.185.159.144,198.185.159.145,198.49.23.144,198.49.23.145	https	200	www.sps.com	0.25	0.01	Unknown	Squarespace	server banner unavailable; redirects to www.sps.com
USPS	sups.com	LOW_MATCH	1	usps.com	www.usps.com	216.150.1.1	https	404	sups.com	0.00	0.01	Unknown	Vercel	server banner unavailable; page title unavailable
USPS	tsps.com	LOW_MATCH	1	usps.com	www.usps.com	52.129.47.2	https	200	tsps.com	0.28	0.01	Unknown	Apache	server banner unavailable
USPS	u3ps.com	LOW_MATCH	1	usps.com	www.usps.com	173.254.30.100	https	200	u3ps.com	0.15	0.01	Unknown	nginx/1.29.8	server banner unavailable
USPS	ucps.com	LOW_MATCH	1	usps.com	www.usps.com	103.224.182.246	https	200	ww16.ucps.com	0.14	0.01	Unknown	Parking/1.0	server banner unavailable; redirects to ww16.ucps.com
USPS	ujsps.com	LOW_MATCH	1	usps.com	www.usps.com	103.224.182.251	https	200	ww17.ujsps.com	0.00	0.01	Unknown	nginx/1.28.0	server banner unavailable; redirects to ww17.ujsps.com; page title unavailable
USPS	urps.com	LOW_MATCH	1	usps.com	www.usps.com	76.223.105.230,13.248.243.5	https	200	urps.com	0.27	0.01	Unknown	DPS/2.0.0+sha-9ac0622	server banner unavailable
USPS	us0s.com	LOW_MATCH	1	usps.com	www.usps.com	45.79.167.180,66.175.209.179,45.33.83.100,96.126.111.165,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:fe91:5d52	https	200	us0s.com	0.21	0.01	Unknown	openresty/1.29.2.5	server banner unavailable
USPS	usp.com	LOW_MATCH	1	usps.com	www.usps.com	64.190.63.222	https	200	usp.com	0.11	0.01	Unknown	Parking/1.0	server banner unavailable
USPS	uspe.com	LOW_MATCH	1	usps.com	www.usps.com	45.79.167.180,45.33.83.100,66.175.209.179,96.126.111.165,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:fe00:29ca	https	200	uspe.com	0.21	0.01	Unknown	openresty/1.29.2.5	server banner unavailable
USPS	uspps.com	LOW_MATCH	1	usps.com	www.usps.com	103.224.182.246	https	200	ww17.uspps.com	0.00	0.01	Unknown	nginx/1.28.0	server banner unavailable; redirects to ww17.uspps.com; page title unavailable
USPS	uspsl.com	LOW_MATCH	1	usps.com	www.usps.com	103.224.182.252	https	200	yfdabv11.com	0.00	0.01	Unknown	nginx/1.28.0	server banner unavailable; redirects to yfdabv11.com; page title unavailable
USPS	uspsr.com	LOW_MATCH	1	usps.com	www.usps.com	15.197.225.128,3.33.251.168	https	200	1url.net	0.14	0.01	Unknown	ip-10-123-124-11.ec2.internal	server banner unavailable; redirects to 1url.net
USPS	uspy.com	LOW_MATCH	1	usps.com	www.usps.com	54.148.233.179,184.34.189.72,2600:1f14:ea2:fa00:a108:1e54:63b2:6ef4,2600:1f14:ea2:fa01:43db:51df:c9bb:87e3	https	200	venture.com	0.38	0.01	Unknown	nginx + Phusion Passenger(R) 6.2.0	server banner unavailable; redirects to venture.com
USPS	usrs.com	LOW_MATCH	1	usps.com	www.usps.com	74.208.14.186	https	200	usrs.com	0.41	0.01	Unknown	Apache/2.4.62 (Rocky Linux) OpenSSL/3.5.5	server banner unavailable
USPS	usts.com	LOW_MATCH	1	usps.com	www.usps.com	54.153.23.158	https	200	usts.com	0.17	0.01	Unknown	Apache/2.4.62 (AlmaLinux) OpenSSL/3.5.5	server banner unavailable
USPS	uzps.com	LOW_MATCH	1	usps.com	www.usps.com	184.34.189.72,54.148.233.179,2600:1f14:ea2:fa01:43db:51df:c9bb:87e3,2600:1f14:ea2:fa00:a108:1e54:63b2:6ef4	https	200	venture.com	0.38	0.01	Unknown	nginx + Phusion Passenger(R) 6.2.0	server banner unavailable; redirects to venture.com
USPS	vsps.com	LOW_MATCH	1	usps.com	www.usps.com	104.21.16.146,172.67.213.62,2606:4700:3032::6815:1092,2606:4700:3030::ac43:d53e	https	200	vsps.com	0.06	0.01	Unknown	cloudflare	server banner unavailable
Venmo	uenmo.com	LOW_MATCH	1	venmo.com	venmo.com	2.57.91.92	https	200	uenmo.com	0.25	0.01	Unknown	hcdn	
Venmo	uenno.com	LOW_MATCH	1	venmo.com	venmo.com	76.223.105.230,13.248.243.5	https	200	uenno.com	0.21	0.01	Unknown	DPS/2.0.0+sha-9ac0622	
Venmo	velmo.com	LOW_MATCH	1	venmo.com	venmo.com	64.190.63.222	https	200	velmo.com	0.06	0.01	Unknown	Parking/1.0	
Venmo	venio.com	LOW_MATCH	1	venmo.com	venmo.com	216.239.38.21,216.239.36.21,216.239.34.21,216.239.32.21	https	200	www.veniomobile.com	0.34	0.01	Unknown	nginx/1.24.0 (Ubuntu)	redirects to www.veniomobile.com
Venmo	venm.com	LOW_MATCH	1	venmo.com	venmo.com	3.33.251.168,15.197.225.128	https	403	forsale.godaddy.com	0.26	0.01	Unknown	AkamaiGHost	redirects to forsale.godaddy.com
Venmo	venmoh.com	LOW_MATCH	1	venmo.com	venmo.com	15.197.225.128,3.33.251.168	https	403	forsale.godaddy.com	0.26	0.01	Unknown	AkamaiGHost	redirects to forsale.godaddy.com
Venmo	vennno.com	LOW_MATCH	1	venmo.com	venmo.com	198.49.23.144	https	200	vennno.com	0.04	0.01	Unknown	Squarespace	
Venmo	venom.com	LOW_MATCH	1	venmo.com	venmo.com	34.110.155.89,2600:1901:0:84f4::80	https	200	www.marvel.com	0.21	0.01	Unknown	nginx/1.18.0 (Ubuntu)	redirects to www.marvel.com
Venmo	venrno.com	LOW_MATCH	1	venmo.com	venmo.com	88.222.222.223,2.57.91.212,2a02:4780:84:f6c8:8987:9a03:eee2:76b5,2a02:4780:84:7589:3e0d:8603:5177:d3d	https	200	venrno.com	0.26	0.01	Unknown	hcdn	
Venmo	vernmo.com	LOW_MATCH	1	venmo.com	venmo.com	103.224.182.253	https	200	ww17.vernmo.com	0.00	0.01	Unknown	nginx/1.28.0	redirects to ww17.vernmo.com; page title unavailable
Zoom	joom.us	LOW_MATCH	1	zoom.us	www.zoom.com	15.197.225.128,3.33.251.168	https	200	joom.us	0.08	0.01	Unknown	ip-10-123-124-131.ec2.internal	
