TARGET	DOMAIN	STATUS	SCORE	MATCHED_SEED	MATCHED_REDIRECT_HOST	IP	SCHEME	HTTP_STATUS	REDIRECT_HOST	TITLE_SIMILARITY	CONTENT_SIMILARITY	SSL_ISSUER	SERVER_BANNER	NOTE
Google	xn--ggle-lqaa.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Google	xn--ggle-lqaf.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Google	xn--ggle-lqag.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Google	xn--ggle-qqaa.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--ggle-vqa84c.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Google	xn--ggle-vqaa.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--gil-9ka8078a.com	OFFLINE	0	google.com	www.google.com	3.33.130.190,15.197.148.33	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--gil-9ka8078a.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--gil-9ka8078a.com', port=443) at 0x7b93f9618910>, 'Connection to xn--gil-9ka8078a.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--gil-9ka8078a.com', port=80): Max retries exceeded with u...
Google	xn--gil-9ka8278a.com	OFFLINE	0	google.com	www.google.com	2.57.91.91	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--gil-9ka8278a.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--gil-9ka8278a.com', port=443) at 0x7b93f961bd90>, 'Connection to xn--gil-9ka8278a.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--gil-9ka8278a.com', port=80): Max retries exceeded with u...
Google	xn--gma-lua9d.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Google	xn--gma-xma49a.com	OFFLINE	0	google.com	www.google.com	104.21.16.56,172.67.210.33,2606:4700:3037::ac43:d221,2606:4700:3037::6815:1038	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--gma-xma49a.com', port=443): Read timed out. (read timeout=5.0); http probe failed: HTTPSConnectionPool(host='xn--gma-xma49a.com', port=443): Read timed out. (read timeout=5.0)
Google	xn--gmai-80a.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--gmai-88b.com	OFFLINE	0	google.com	www.google.com	3.33.130.190,15.197.148.33	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--gmai-88b.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--gmai-88b.com', port=443) at 0x7b93f97556d0>, 'Connection to xn--gmai-88b.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--gmai-88b.com', port=80): Max retries exceeded with url: / (Caused by...
Google	xn--gmai-j1a.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--gmai-nza.com	INCONCLUSIVE	0	google.com	www.google.com	185.53.179.128	https	200	xn--gmai-nza.com	0.13	0.00	N/A	Caddy	certificate issuer unavailable
Google	xn--gmai-y0a.com	OFFLINE	0	google.com	www.google.com	103.224.182.251	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--gmai-y0a.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--gmai-y0a.com', port=443) at 0x7b93f961afd0>, 'Connection to xn--gmai-y0a.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--gmai-y0a.com', port=80): Max retries exceeded with url: / (Caused by...
Google	xn--gmal-2pa.com	INCONCLUSIVE	0	google.com	www.google.com	104.247.81.99	https	200	xn--gmal-2pa.com	0.27	0.00	N/A	Caddy	certificate issuer unavailable
Google	xn--gmal-7w5a.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gmal-d9b.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gmal-dza.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Google	xn--gmal-nza.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Google	xn--gmal-spa.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gmal-sya.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gmal-xpa.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gmi-fla08b.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--gmi-jpa02a.com	OFFLINE	0	google.com	www.google.com	128.127.81.232	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--gmi-jpa02a.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--gmi-jpa02a.com', port=443) at 0x7b93f9757b10>, 'Connection to xn--gmi-jpa02a.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--gmi-jpa02a.com', port=80): Max retries exceeded with url: / (C...
Google	xn--gmil-1mb.com	OFFLINE	0	google.com	www.google.com	172.67.163.71,104.21.41.89,2606:4700:3035::6815:2959,2606:4700:3036::ac43:a347	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--gmil-1mb.com', port=443): Read timed out. (read timeout=5.0); http probe failed: HTTPSConnectionPool(host='xn--gmil-1mb.com', port=443): Read timed out. (read timeout=5.0)
Google	xn--gmil-1na.com	OFFLINE	0	google.com	www.google.com	103.224.182.251	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--gmil-1na.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--gmil-1na.com', port=443) at 0x7b93f961afd0>, 'Connection to xn--gmil-1na.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--gmil-1na.com', port=80): Max retries exceeded with url: / (Caused by...
Google	xn--gmil-1sa.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--gmil-6na.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gmil-moa.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gmil-roa.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--gmil-rzb.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gml-2oa4s.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--gml-bla4d.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gml-bla4e.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--gml-bla9d.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--gml-bpa4s.com	OFFLINE	0	google.com	www.google.com	192.64.119.44	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--gml-bpa4s.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--gml-bpa4s.com', port=443) at 0x7b93f83102d0>, 'Connection to xn--gml-bpa4s.com timed out. (connect timeout=3.0)')); http probe failed: HTTPSConnectionPool(host='podkrinko.com', port=443): Max retries exceeded with url: / (Caused...
Google	xn--gml-fla4d.com	OFFLINE	0	google.com	www.google.com	3.33.130.190,15.197.148.33	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--gml-fla4d.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--gml-fla4d.com', port=443) at 0x7b93f9757610>, 'Connection to xn--gml-fla4d.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--gml-fla4d.com', port=80): Max retries exceeded with url: / (Cause...
Google	xn--gml-fla4e.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--gml-jla4d.com	OFFLINE	0	google.com	www.google.com	3.33.130.190,15.197.148.33	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--gml-jla4d.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--gml-jla4d.com', port=443) at 0x7b93f9755810>, 'Connection to xn--gml-jla4d.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--gml-jla4d.com', port=80): Max retries exceeded with url: / (Cause...
Google	xn--gml-jla9c.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gml-jla9d.com	OFFLINE	0	google.com	www.google.com	2.57.91.91	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--gml-jla9d.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--gml-jla9d.com', port=443) at 0x7b93f961a350>, 'Connection to xn--gml-jla9d.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--gml-jla9d.com', port=80): Max retries exceeded with url: / (Cause...
Google	xn--gml-jpa92h.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--gml-nla4c.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--gml-vla4b.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--gml-wma8h.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--gogle-0ta.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gogle-381b.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gogle-6dc.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gogle-7dc.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gogle-7ta.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gogle-f91b.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--gogle-jua.com	OFFLINE	0	google.com	www.google.com	3.33.130.190,15.197.148.33	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--gogle-jua.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--gogle-jua.com', port=443) at 0x7b93f8340550>, 'Connection to xn--gogle-jua.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--gogle-jua.com', port=80): Max retries exceeded with url: / (Cause...
Google	xn--gogle-kua.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gogle-t9a.com	OFFLINE	0	google.com	www.google.com	3.33.130.190,15.197.148.33	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--gogle-t9a.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--gogle-t9a.com', port=443) at 0x7b93f9619bd0>, 'Connection to xn--gogle-t9a.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--gogle-t9a.com', port=80): Max retries exceeded with url: / (Cause...
Google	xn--gogle-uob.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gogle-uta.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gogle-vob.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gogle-vta.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gooe-dxa8o.com	OFFLINE	0	google.com	www.google.com	3.33.130.190,15.197.148.33	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--gooe-dxa8o.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--gooe-dxa8o.com', port=443) at 0x7b93f9755590>, 'Connection to xn--gooe-dxa8o.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--gooe-dxa8o.com', port=80): Max retries exceeded with url: / (C...
Google	xn--gooe-i1a51h.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gooe-x0a93h.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--goog-8va9v.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--goog-yva1x.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Google	xn--googe-1nc.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Google	xn--googe-2sa.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--googe-7nc.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--googe-95a.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Google	xn--googe-m6a.com	OFFLINE	0	google.com	www.google.com	54.174.17.75	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--googe-m6a.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--googe-m6a.com', port=443) at 0x7b93f97579d0>, 'Connection to xn--googe-m6a.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--googe-m6a.com', port=80): Max retries exceeded with url: / (Cause...
Google	xn--googe-p3a.com	INCONCLUSIVE	0	google.com	www.google.com	185.53.179.128	https	200	xn--googe-p3a.com	0.50	0.00	N/A	Caddy	certificate issuer unavailable
Google	xn--googe-wsa.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--googi-mza.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--googl-n0a.com	OFFLINE	0	google.com	www.google.com	83.222.26.129	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--googl-n0a.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--googl-n0a.com', port=443) at 0x7b93f9755450>, 'Connection to xn--googl-n0a.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--googl-n0a.com', port=80): Max retries exceeded with url: / (Cause...
Google	xn--googl-r51b.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--googl-rsa.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--gooie-y1a.com	OFFLINE	0	google.com	www.google.com	104.248.204.161	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--gooie-y1a.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--gooie-y1a.com', port=443) at 0x7b93f961b610>, 'Connection to xn--gooie-y1a.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--gooie-y1a.com', port=80): Max retries exceeded with url: / (Cause...
Google	xn--gool-8oa45a.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--goole-b2a.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--goole-b3b.com	INCONCLUSIVE	0	google.com	www.google.com	185.53.179.128	https	200	xn--goole-b3b.com	0.50	0.00	N/A	Caddy	certificate issuer unavailable
Google	xn--goole-k0b.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--goole-tmc.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--goole-zmc.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Google	xn--mail-9pb.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--mail-ksb.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--mail-pwa.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--mal-gsa6g.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Google	xn--mal-oma6x.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--mil-1oa2m.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--mil-9ka71a.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--mil-ela23a.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Google	xn--ogle-lgb07i.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Google	xn--ooge-9wa1p.com	OFFLINE	0	google.com	www.google.com	3.33.130.190,15.197.148.33	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--ooge-9wa1p.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--ooge-9wa1p.com', port=443) at 0x7b93f97556d0>, 'Connection to xn--ooge-9wa1p.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--ooge-9wa1p.com', port=80): Max retries exceeded with url: / (C...
Google	xn--ooge-x0a63h.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--oogl-yva54j.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--oogle-71a.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Google	xn--oogle-h0b.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--oogle-j1a.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--oogle-qmc.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--oogle-wmc.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	xn--oole-9pbc.com	OFFLINE	0	google.com	www.google.com	172.67.200.122,104.21.58.49,2606:4700:3032::ac43:c87a,2606:4700:3033::6815:3a31	N/A	N/A	N/A	0.00	0.00	N/A	N/A	"https probe failed: HTTPSConnectionPool(host='hoff.fun', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='hoff.fun', port=443): Failed to resolve 'hoff.fun' ([Errno -2] Name or service not known)"")); http probe failed: HTTPSConnectionPool(host='hoff.fun', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(..."
Google	xn--oole-9wac.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Google	xn--oole-cxa78i.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Google	yoogle.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Google	zgmail.com	OFFLINE	0	google.com	www.google.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Google	zmail.com	OFFLINE	0	google.com	www.google.com	134.224.13.143	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='zmail.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='zmail.com', port=443) at 0x7b93f9756fd0>, 'Connection to zmail.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='zmail.com', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPCo...
Intuit	ibntuit.com	OFFLINE	0	intuit.com	www.intuit.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Intuit	ibtuit.com	INCONCLUSIVE	0	intuit.com	www.intuit.com	34.111.46.214	http	200	ww2.affinity.net	0.25	0.00	N/A	nginx	certificate issuer unavailable; redirects to ww2.affinity.net; served over http instead of https
Intuit	iftuit.com	OFFLINE	0	intuit.com	www.intuit.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Intuit	ihtuit.com	OFFLINE	0	intuit.com	www.intuit.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Intuit	iintuit.com	INCONCLUSIVE	0	intuit.com	www.intuit.com	208.91.196.152	http	200	ww2.affinity.net	0.25	0.00	N/A	nginx	certificate issuer unavailable; redirects to ww2.affinity.net; served over http instead of https
